CPV CODE,Omschrijving,Mapped GPP
77112000-8,Verhuur van maaimachines of landbouwmaterieel met bedieningspersoneel,GPP: Not applicable
77120000-7,Composteerdiensten,GPP: Not applicable
77200000-2,Bosbouwdiensten,GPP: Not applicable
77210000-5,Houtwinning,GPP: Not applicable
77211000-2,Diensten in verband met houtwinning,GPP: Not applicable
77211100-3,Houtvestersdiensten,GPP: Not applicable
77211200-4,Vervoer van stukken boomstam in het bos,GPP: Not applicable
77211300-5,Rooien van bomen,GPP: Not applicable
77211400-6,Vellen van bomen,GPP: Not applicable
77211500-7,Onderhouden van bomen,GPP: Not applicable
77211600-8,Zaaien van bomen,GPP: Not applicable
77220000-8,Impregneren van hout,GPP: Not applicable
77230000-1,Diensten in verband met bosbouw,GPP: Not applicable
77231000-8,Diensten voor bosbouwbeheer,GPP: Not applicable
77231100-9,Beheersdiensten van bosbestanden,GPP: Not applicable
77231200-0,Diensten voor ongediertebestrijding in bossen,GPP: Not applicable
77231300-1,Bosbeheersdiensten,GPP: Not applicable
77231400-2,Bosinventarisatiediensten,GPP: Not applicable
77231500-3,Diensten voor bosmonitoring en -beoordeling,GPP: Not applicable
77231600-4,Bebossingsdiensten,GPP: Not applicable
77231700-5,Diensten voor bosuitbreiding,GPP: Not applicable
77231800-6,Beheersdiensten van bosboomkwekerij,GPP: Not applicable
77231900-7,Sectorale planningsdiensten voor bosbouw,GPP: Not applicable
77300000-3,Tuinbouwdiensten,GPP: Not applicable
77310000-6,Beplanten en onderhouden van groengebieden,GPP: Public Space Maintenance
77311000-3,Onderhouden van sier- en recreatietuinen,GPP: Public Space Maintenance
77312000-0,Diensten voor het wieden van onkruid,GPP: Public Space Maintenance
77312100-1,Onkruidverdelging,GPP: Public Space Maintenance
77313000-7,Parkonderhoud,GPP: Public Space Maintenance
77314000-4,Onderhoud van terreinen,GPP: Public Space Maintenance
77314100-5,Aanleggen van gazons,GPP: Public Space Maintenance
77315000-1,Zaaiwerkzaamheden,GPP: Public Space Maintenance
77320000-9,Onderhouden van sportvelden,GPP: Public Space Maintenance
77330000-2,Uitvoeren van bloemenarrangementen,GPP: Not applicable
77340000-5,Snoeien van bomen en heggen,GPP: Public Space Maintenance
77341000-2,Snoeien van bomen,GPP: Public Space Maintenance
77342000-9,Snoeien van heggen,GPP: Public Space Maintenance
77400000-4,Zoölogische diensten,GPP: Not applicable
77500000-5,Veehouderijdiensten,GPP: Not applicable
77510000-8,Diensten voor vermeerdering van de wildstand,GPP: Not applicable
77600000-6,Diensten in verband met de jacht,GPP: Not applicable
77610000-9,Zetten van vallen,GPP: Not applicable
77700000-7,Diensten in verband met visserij,GPP: Not applicable
77800000-8,Aquacultuurdiensten,GPP: Not applicable
77810000-1,Zeewatercultuurdiensten,GPP: Not applicable
77820000-4,Oesterkwekerijdiensten,GPP: Not applicable
77830000-7,Schelpdierkwekerijdiensten,GPP: Not applicable
77840000-0,Garnalenkwekerijdiensten,GPP: Not applicable
77850000-3,Viskwekerijdiensten,GPP: Not applicable
77900000-9,Bijenteeltdiensten,GPP: Not applicable
79000000-4,"Zakelijke dienstverlening: juridisch, marketing, consulting, drukkerij en beveiliging",GPP: Not applicable
79100000-5,Juridische dienstverlening,GPP: Not applicable
79110000-8,Juridisch advies en juridische vertegenwoordiging,GPP: Not applicable
79111000-5,Juridisch advies,GPP: Not applicable
79112000-2,Juridische vertegenwoordiging,GPP: Not applicable
79112100-3,Vertegenwoordigingsdiensten voor belanghebbenden,GPP: Not applicable
79120000-1,Adviezen inzake octrooien en auteursrechten,GPP: Not applicable
79121000-8,Adviezen inzake auteursrechten,GPP: Not applicable
79121100-9,Adviezen inzake auteursrechten voor software,GPP: Not applicable
79130000-4,Juridische documentatie en certificering,GPP: Not applicable
79131000-1,Documentatiedienstverlening,GPP: Not applicable
79132000-8,Certificeringsdienstverlening,GPP: Not applicable
79132100-9,Certificatiedienst voor elektronische handtekeningen,GPP: Not applicable
79140000-7,Juridische adviezen en informatie,GPP: Not applicable
79200000-6,"Boekhoudkundige, audit- en fiscale diensten",GPP: Not applicable
79210000-9,Boekhoudkundige en auditdiensten,GPP: Not applicable
79211000-6,Boekhoudingsdiensten,GPP: Not applicable
79211100-7,Boekhouddiensten,GPP: Not applicable
79211110-0,Loonadministratiediensten,GPP: Not applicable
79211120-3,Registratie van aan- en verkoop,GPP: Not applicable
79211200-8,Opstellen van financiële verslagen,GPP: Not applicable
79212000-3,Auditdiensten,GPP: Not applicable
79212100-4,Uitvoeren van financiële audit,GPP: Not applicable
79212110-7,Diensten voor corporate governance rating,GPP: Not applicable
79212200-5,Uitvoeren van interne controle,GPP: Not applicable
79212300-6,Uitvoeren van wettelijk verplichte controle,GPP: Not applicable
79212400-7,Uitvoeren van fraudeonderzoek,GPP: Not applicable
79212500-8,Controleren van de boekhouding,GPP: Not applicable
79220000-2,Fiscale dienstverlening,GPP: Not applicable
79221000-9,Belastingadviezen,GPP: Not applicable
79222000-6,Hulp bij invullen van belastingformulieren,GPP: Not applicable
79223000-3,Douanediensten,GPP: Not applicable
79300000-7,Markt- en economieonderzoek; enquêtes en statistieken,GPP: Not applicable
79310000-0,Uitvoeren van marktonderzoek,GPP: Not applicable
79311000-7,Uitvoeren van studies,GPP: Not applicable
79311100-8,Opstellen van opiniepeiling,GPP: Not applicable
79311200-9,Diensten voor het uitvoeren van enquêtes,GPP: Not applicable
79311210-2,Uitvoeren van telefonische enquêtes,GPP: Not applicable
79311300-0,Analyseren van opiniepeiling,GPP: Not applicable
79311400-1,Economisch onderzoek,GPP: Not applicable
79311410-4,Economischeffectbeoordeling,GPP: Not applicable
79312000-4,Testen van de markt,GPP: Not applicable
79313000-1,Controle van prestaties,GPP: Not applicable
79314000-8,Haalbaarheidsonderzoek,GPP: Not applicable
79315000-5,Sociaal onderzoek,GPP: Not applicable
79320000-3,Uitvoeren van opiniepeiling,GPP: Not applicable
79330000-6,Statistische dienstverlening,GPP: Not applicable
79340000-9,Reclame- en marketingdiensten,GPP: Not applicable
79341000-6,Reclamediensten,GPP: Not applicable
79341100-7,Diensten voor advies inzake reclame,GPP: Not applicable
79341200-8,Diensten voor reclamebeheer,GPP: Not applicable
79341400-0,Reclamecampagnediensten,GPP: Not applicable
79341500-1,Luchtreclamediensten,GPP: Not applicable
79342000-3,Marketingdiensten,GPP: Not applicable
79342100-4,Direct marketingdiensten,GPP: Not applicable
79342200-5,Promotiediensten,GPP: Not applicable
79342300-6,Dienstverlening voor klanten,GPP: Not applicable
79342310-9,Diensten voor klantenonderzoek,GPP: Not applicable
79342311-6,Onderzoek naar tevredenheid bij klanten,GPP: Not applicable
79342320-2,Diensten voor klantenservice,GPP: Not applicable
79342321-9,Programma voor klantenbinding,GPP: Not applicable
79342400-7,Veilingdiensten,GPP: Not applicable
79342410-4,Elektronische veilingdiensten,GPP: Not applicable
79400000-8,"Adviezen inzake bedrijfsvoering en management, en aanverwante diensten",GPP: Not applicable
79410000-1,Advies inzake bedrijfsvoering en management,GPP: Not applicable
79411000-8,Advies inzake algemeen management,GPP: Not applicable
79411100-9,Advisering omtrent bedrijfsontwikkeling,GPP: Not applicable
79412000-5,Advies inzake financieel management,GPP: Not applicable
79413000-2,Advies inzake marketing management,GPP: Not applicable
79414000-9,Advies inzake personeelsbeheer,GPP: Not applicable
79415000-6,Advies inzake productiebeheer,GPP: Not applicable
79415200-8,Ontwerpadviezen,GPP: Not applicable
79416000-3,Public relationsdiensten,GPP: Not applicable
79416100-4,Diensten voor public relationsbeheer,GPP: Not applicable
79416200-5,Advies inzake public relations,GPP: Not applicable
79417000-0,Veiligheidsadviezen,GPP: Not applicable
79418000-7,Advies inzake aanschaffingsbeleid,GPP: Not applicable
79419000-4,Evaluatie-adviesdiensten,GPP: Not applicable
79420000-4,Diensten op het gebied van management,GPP: Not applicable
79421000-1,"Projectbeheerdiensten, met uitzondering van projecten bij bouwwerkzaamheden",GPP: Not applicable
79421100-2,"Toezicht op uitvoering van projecten, met uitzondering van projecten bij bouwwerkzaamheden",GPP: Not applicable
79421200-3,"Maken van projecten, met uitzondering van projecten bij bouwwerkzaamheden",GPP: Not applicable
79422000-8,Arbitrage- en bemiddelingsdiensten,GPP: Not applicable
79430000-7,Diensten voor crisismanagement,GPP: Not applicable
79500000-9,Ondersteuning voor kantoorwerk,GPP: Not applicable
79510000-2,Telefoonbeantwoordingsdiensten,GPP: Not applicable
79511000-9,Telefoonbedieningsdiensten,GPP: Not applicable
79512000-6,Telefonisch informatiecentrum,GPP: Not applicable
79520000-5,Reprografiediensten,"GPP: Imaging Equipment, consumables, and print services"
79521000-2,Fotokopieerdiensten,"GPP: Imaging Equipment, consumables, and print services"
79530000-8,Vertaaldiensten,GPP: Not applicable
79540000-1,Tolkdiensten,GPP: Not applicable
79550000-4,"Typen, tekstverwerking en desktop publishing",GPP: Not applicable
79551000-1,Typen,GPP: Not applicable
79552000-8,Tekstverwerkingsdiensten,GPP: Not applicable
79553000-5,Desktop-publishing-diensten,GPP: Not applicable
79560000-7,Diensten voor dossieropslag,GPP: Not applicable
79570000-0,Samenstelling van verzendlijsten en verzenddienst,GPP: Not applicable
79571000-7,Verzenddiensten,GPP: Not applicable
79600000-0,Recruteringsdiensten,GPP: Not applicable
79610000-3,Plaatsing van personeel,GPP: Not applicable
79611000-0,Diensten voor sollicitatiebegeleiding,GPP: Not applicable
79612000-7,Plaatsing van ondersteunend kantoorpersoneel,GPP: Not applicable
79613000-4,Verhuizen van personeel,GPP: Not applicable
79620000-6,"Diensten voor de terbeschikkingstelling van personeel, met inbegrip van tijdelijk personeel",GPP: Not applicable
79621000-3,Diensten voor de terbeschikkingstelling van kantoorpersoneel,GPP: Not applicable
79622000-0,Diensten voor de terbeschikkingstelling van huishoudelijke hulp,GPP: Not applicable
79623000-7,Diensten voor de terbeschikkingstelling van arbeidskrachten voor handel en industrie,GPP: Not applicable
79624000-4,Diensten voor de terbeschikkingstelling van verpleegkundig personeel,GPP: Not applicable
79625000-1,Diensten voor de terbeschikkingstelling van medisch personeel,GPP: Not applicable
79630000-9,"Personeelsdiensten, met uitzondering van plaatsing en ""outplacement""",GPP: Not applicable
79631000-6,Personeels- en loonlijstdiensten,GPP: Not applicable
79632000-3,Personeelsopleidingsdiensten,GPP: Not applicable
79633000-0,Diensten voor voortgezette opleiding van personeel,GPP: Not applicable
79634000-7,Diensten voor loopbaanbegeleiding,GPP: Not applicable
79635000-4,Diensten van beoordelingscentrum voor aanwerving van personeel,GPP: Not applicable
79700000-1,Opsporings- en beveiligingsdiensten,GPP: Not applicable
79710000-4,Beveiligingsdiensten,GPP: Not applicable
79711000-1,Diensten voor alarmbewaking,GPP: Not applicable
79713000-5,Bewakingsdiensten,GPP: Not applicable
79714000-2,Surveillancediensten,GPP: Not applicable
79714100-3,Diensten voor opsporingssysteem,GPP: Not applicable
79714110-6,Diensten voor het opsporen van voortvluchtigen,GPP: Not applicable
79715000-9,Patrouillediensten,GPP: Not applicable
79716000-6,Diensten voor het verstrekken van identificatiebadges,GPP: Not applicable
79720000-7,Onderzoeksdiensten,GPP: Not applicable
79721000-4,Diensten van detectivebureau,GPP: Not applicable
79722000-1,Grafologische diensten,GPP: Not applicable
79723000-8,Diensten voor afvalanalyse,GPP: Not applicable
79800000-2,Drukkerij- en aanverwante diensten,"GPP: Imaging Equipment, consumables, and print services"
79810000-5,Drukkerijdiensten,"GPP: Imaging Equipment, consumables, and print services"
79811000-2,Digitale drukkerijdiensten,"GPP: Imaging Equipment, consumables, and print services"
79812000-9,Diensten voor het drukken van bankbiljetten,GPP: Not applicable
79820000-8,Diensten in verband met het drukken,"GPP: Imaging Equipment, consumables, and print services"
79821000-5,Afwerken van drukwerk,"GPP: Imaging Equipment, consumables, and print services"
79821100-6,Diensten voor drukproevencorrectie,"GPP: Imaging Equipment, consumables, and print services"
79822000-2,Uitvoeren van zetwerk,"GPP: Imaging Equipment, consumables, and print services"
79822100-3,Fabriceren van drukplaten,"GPP: Imaging Equipment, consumables, and print services"
79822200-4,Fotogravurediensten,"GPP: Imaging Equipment, consumables, and print services"
79822300-5,Letterzetdiensten,"GPP: Imaging Equipment, consumables, and print services"
79822400-6,Lithografische diensten,"GPP: Imaging Equipment, consumables, and print services"
79822500-7,Maken van grafische ontwerpen,"GPP: Imaging Equipment, consumables, and print services"
79823000-9,Drukkerij- en afleveringsdiensten,"GPP: Imaging Equipment, consumables, and print services"
79824000-6,Drukkerij- en distributiediensten,"GPP: Imaging Equipment, consumables, and print services"
79900000-3,Diverse zakelijke en andere diensten,GPP: Not applicable
79910000-6,Beheer van holdings,GPP: Not applicable
79920000-9,Verpakkings- en aanverwante diensten,GPP: Not applicable
79921000-6,Verpakkingsdiensten,GPP: Not applicable
79930000-2,Gespecialiseerd ontwerpen,GPP: Not applicable
79931000-9,Binnenhuisinrichting,GPP: Furniture
79932000-6,Binnenhuisarchitectuur,"GPP: Office Building Design, Construction and Management"
79933000-3,Ontwerpondersteuning,"GPP: Office Building Design, Construction and Management"
79934000-0,Ontwerpen van meubelen,"GPP: Office Building Design, Construction and Management"
79940000-5,Dienstverlening door incassobureaus,GPP: Not applicable
79941000-2,Diensten voor het innen van kosten,GPP: Not applicable
79950000-8,"Organiseren van tentoonstellingen, beurzen en congressen",GPP: Not applicable
79951000-5,Organiseren van seminars,GPP: Not applicable
79952000-2,Diensten voor het organiseren van evenementen,GPP: Not applicable
79952100-3,Diensten voor het organiseren van culturele evenementen,GPP: Not applicable
79953000-9,Diensten voor het organiseren van festivals,GPP: Not applicable
79954000-6,Diensten voor het organiseren van feesten,GPP: Not applicable
79955000-3,Diensten voor het organiseren van modeshows,GPP: Not applicable
79956000-0,Diensten voor het organiseren van beurzen en tentoonstellingen,GPP: Not applicable
79957000-7,Diensten voor het organiseren van veilingen,GPP: Not applicable
79960000-1,Fotografische en aanvullende diensten,GPP: Not applicable
79961000-8,Fotografische diensten,GPP: Not applicable
79961100-9,Reclamefotografiediensten,GPP: Not applicable
79961200-0,Luchtfotografiediensten,GPP: Not applicable
79961300-1,Gespecialiseerde fotografiediensten,GPP: Not applicable
79961310-4,Fotografie in boorgat,GPP: Not applicable
79961320-7,Onderwaterfotografie,GPP: Not applicable
79961330-0,Microfilmdiensten,GPP: Not applicable
79961340-3,Röntgenfotografiediensten,GPP: Not applicable
79961350-6,Diensten voor studiofotografie,GPP: Not applicable
79962000-5,Foto-ontwikkelingsdiensten,GPP: Not applicable
79963000-2,"Restaureren, kopiëren en retoucheren van foto's",GPP: Not applicable
79970000-4,Uitgeverijdiensten,GPP: Not applicable
79971000-1,Inbinden en afwerken van boeken,GPP: Not applicable
79971100-2,Afwerken van boeken,GPP: Not applicable
79971200-3,Inbinden van boeken,GPP: Not applicable
79972000-8,Diensten voor publicatie van woordenboeken,GPP: Not applicable
79972100-9,Diensten voor publicatie van woordenboeken in streektalen,GPP: Not applicable
79980000-7,Abonnementsdiensten,GPP: Not applicable
79990000-0,Diverse zakelijke diensten,GPP: Not applicable
79991000-7,Inventariscontrole,GPP: Not applicable
79992000-4,Receptiediensten,GPP: Not applicable
79993000-1,Gebouwen- en faciliteitenbeheer,"GPP: Office Building Design, Construction and Management"
79993100-2,Faciliteitenbeheer,"GPP: Office Building Design, Construction and Management"
79994000-8,Contractenbeheer,GPP: Not applicable
79995000-5,Bibliotheekbeheer,GPP: Not applicable
79995100-6,Archiveringsdiensten,GPP: Not applicable
79995200-7,Catalogiseringsdiensten,GPP: Not applicable
79996000-2,Bedrijfsorganisatiediensten,GPP: Not applicable
79996100-3,Registermanagement,GPP: Not applicable
79997000-9,Organiseren van zakenreizen,GPP: Not applicable
79998000-6,Begeleidingsdiensten,GPP: Not applicable
79999000-3,Scannings- en factureringsdiensten,GPP: Not applicable
79999100-4,Scanningsdiensten,GPP: Not applicable
79999200-5,Factureringsdiensten,GPP: Not applicable
80000000-4,Diensten voor onderwijs en opleiding,GPP: Not applicable
80100000-5,Diensten voor basisonderwijs,GPP: Not applicable
80110000-8,Diensten voor kleuteronderwijs,GPP: Not applicable
80200000-6,Diensten voor secundair onderwijs,GPP: Not applicable
80210000-9,Diensten voor voortgezet technisch en beroepsonderwijs,GPP: Not applicable
80211000-6,Diensten voor voorgezet technisch onderwijs,GPP: Not applicable
80212000-3,Diensten voor voortgezet beroepsonderwijs,GPP: Not applicable
80300000-7,Diensten voor hoger onderwijs,GPP: Not applicable
80310000-0,Diensten voor onderwijs voor jongeren,GPP: Not applicable
80320000-3,Diensten voor medisch onderwijs,GPP: Not applicable
80330000-6,Diensten voor veiligheidsonderricht,GPP: Not applicable
80340000-9,Diensten voor bijzonder onderwijs,GPP: Not applicable
80400000-8,Volwasseneneducatie en andere vormen van onderwijs,GPP: Not applicable
80410000-1,Diverse schooldiensten,GPP: Not applicable
80411000-8,Autorijschooldiensten,GPP: Not applicable
80411100-9,Rijexamendiensten,GPP: Not applicable
80411200-0,Rijlessen,GPP: Not applicable
80412000-5,Vliegschooldiensten,GPP: Not applicable
80413000-2,Vaarschooldiensten,GPP: Not applicable
80414000-9,Duikschooldiensten,GPP: Not applicable
80415000-6,Skilesdiensten,GPP: Not applicable
80420000-4,Diensten voor e-leren,GPP: Not applicable
80430000-7,Volwasseneneducatie op universitair niveau,GPP: Not applicable
80490000-5,Exploitatie van een onderwijscentrum,GPP: Not applicable
80500000-9,Opleidingsdiensten,GPP: Not applicable
80510000-2,Gespecialiseerde opleidingsdiensten,GPP: Not applicable
80511000-9,Stafopleidingsdiensten,GPP: Not applicable
80512000-6,Hondentrainigsdiensten,GPP: Not applicable
80513000-3,Manegediensten,GPP: Not applicable
80520000-5,Opleidingsfaciliteiten,GPP: Not applicable
80521000-2,Diensten voor opleidingsprogramma,GPP: Not applicable
80522000-9,Opleidingsseminars,GPP: Not applicable
80530000-8,Beroepsopleidingsdiensten,GPP: Not applicable
80531000-5,Diensten voor industriële en technische opleiding,GPP: Not applicable
80531100-6,Diensten voor industriële opleiding,GPP: Not applicable
80531200-7,Diensten voor technische opleiding,GPP: Not applicable
80532000-2,Diensten inzake managementopleiding,GPP: Not applicable
80533000-9,Computercursussen voor beginners en gevorderden,GPP: Not applicable
80533100-0,Opleidingscursussen voor computergebruik,GPP: Not applicable
80533200-1,Computercursussen,GPP: Not applicable
80540000-1,Diensten voor opleiding inzake milieu,GPP: Not applicable
80550000-4,Diensten voor opleiding inzake veiligheid,GPP: Not applicable
80560000-7,Diensten voor opleiding inzake gezondheidszorg en EHBO,GPP: Not applicable
80561000-4,Diensten voor opleiding inzake gezondheidszorg,GPP: Not applicable
80562000-1,Diensten voor opleiding inzake EHBO,GPP: Not applicable
80570000-0,Opleidingsdiensten voor persoonlijke ontwikkeling,GPP: Not applicable
80580000-3,Geven van taalcursussen,GPP: Not applicable
80590000-6,Diensten voor privé-onderwijs,GPP: Not applicable
80600000-0,Opleidingsdiensten voor defensie- en veiligheidsmaterieel,GPP: Not applicable
80610000-3,Opleiding en simulatie met veiligheidsapparatuur,GPP: Not applicable
80620000-6,Opleiding en simulatie met vuurwapens en munitie,GPP: Not applicable
80630000-9,Opleiding en simulatie met militaire voertuigen,GPP: Not applicable
80640000-2,Opleiding en simulatie met oorlogsschepen,GPP: Not applicable
80650000-5,Opleiding en simulatie met lucht- en ruimtevaartuigen en raketten,GPP: Not applicable
80660000-8,Opleiding en simulatie met militaire elektronische systemen,GPP: Not applicable
85000000-9,Gezondheidszorg en maatschappelijk werk,GPP: Not applicable
85100000-0,Gezondheidsdiensten,GPP: Not applicable
85110000-3,Ziekenhuis- en aanverwante diensten,GPP: Not applicable
85111000-0,Ziekenhuisdiensten,GPP: Not applicable
85111100-1,Chirurgische ziekenhuisdiensten,GPP: Not applicable
85111200-2,Medische ziekenhuisdiensten,GPP: Not applicable
85111300-3,Gynaecologische ziekenhuisdiensten,GPP: Not applicable
85111310-6,Diensten voor in-vitrofertilisatie,GPP: Not applicable
85111320-9,Verloskundige ziekenhuisdiensten,GPP: Not applicable
85111400-4,Ziekenhuisdiensten voor revalidatie,GPP: Not applicable
85111500-5,Psychiatrische ziekenhuisdiensten,GPP: Not applicable
85111600-6,Orthopedische diensten,GPP: Not applicable
85111700-7,Diensten voor zuurstoftherapie,GPP: Not applicable
85111800-8,Pathologiediensten,GPP: Not applicable
85111810-1,Bloedanalysediensten,GPP: Not applicable
85111820-4,Bacteriologische analysediensten,GPP: Not applicable
85111900-9,Dialysediensten in ziekenhuis,GPP: Not applicable
85112000-7,Ondersteuningsdiensten voor ziekenhuis,GPP: Not applicable
85112100-8,Dienstverlening ten aanzien van ziekenhuisbeddengoed,GPP: Not applicable
85112200-9,Extramurale zorgdiensten,GPP: Not applicable
85120000-6,Medische praktijk en aanverwante diensten,GPP: Not applicable
85121000-3,Medische praktijken,GPP: Not applicable
85121100-4,Diensten door huisartsen,GPP: Not applicable
85121200-5,Diensten door medische specialisten,GPP: Not applicable
85121210-8,Diensten in gynaecologie en obstetrie,GPP: Not applicable
85121220-1,Diensten van nefrologie- of zenuwspecialist,GPP: Not applicable
85121230-4,Diensten van hart- of longspecialist,GPP: Not applicable
85121231-1,Diensten van cardioloog,GPP: Not applicable
85121232-8,Diensten van longspecialist,GPP: Not applicable
85121240-7,Diensten van KNO-arts of audioloog,GPP: Not applicable
85121250-0,Diensten van gastro-enteroloog en geriater,GPP: Not applicable
85121251-7,Diensten van gastro-enteroloog,GPP: Not applicable
85121252-4,Diensten van geriater,GPP: Not applicable
85121270-6,Diensten van psychiater of psycholoog,GPP: Not applicable
85121271-3,Diensten van tehuis voor patiënten met psychische stoornissen,GPP: Not applicable
85121280-9,Diensten van oog- of huidarts of orthopeed,GPP: Not applicable
85121281-6,Diensten van oogarts,GPP: Not applicable
85121282-3,Diensten van huidarts,GPP: Not applicable
85121283-0,Diensten van orthopeed,GPP: Not applicable
85121290-2,Diensten van kinderarts of uroloog,GPP: Not applicable
85121291-9,Diensten van kinderarts,GPP: Not applicable
85121292-6,Diensten van uroloog,GPP: Not applicable
85121300-6,Diensten door chirurgische specialisten,GPP: Not applicable
85130000-9,Tandartspraktijk en aanverwante diensten,GPP: Not applicable
85131000-6,Tandartspraktijken,GPP: Not applicable
85131100-7,Orthodontische diensten,GPP: Not applicable
85131110-0,Orthodontisch-chirurgische diensten,GPP: Not applicable
85140000-2,Diverse gezondheidszorgdiensten,GPP: Not applicable
85141000-9,Diensten verleend door medisch personeel,GPP: Not applicable
85141100-0,Diensten verleend door verloskundigen,GPP: Not applicable
85141200-1,Diensten verleend door verpleegkundigen,GPP: Not applicable
85141210-4,Diensten voor medische behandeling thuis,GPP: Not applicable
85141211-1,Diensten voor dialysebehandeling thuis,GPP: Not applicable
85141220-7,Adviesdiensten verleend door verpleegkundigen,GPP: Not applicable
85142000-6,Paramedische diensten,GPP: Not applicable
85142100-7,Fysiotherapiediensten,GPP: Not applicable
85142200-8,Diensten van homeopaat,GPP: Not applicable
85142300-9,Hygiënediensten,GPP: Not applicable
85142400-0,Thuisbezorging van producten voor incontinentiepatiënten,GPP: Not applicable
85143000-3,Ambulancediensten,GPP: Not applicable
85144000-0,Diensten voor intramurale gezondheidszorginstelling,GPP: Not applicable
85144100-1,Diensten voor verzorgingstehuis,GPP: Not applicable
85145000-7,Diensten verleend door medische laboratoria,GPP: Not applicable
85146000-4,Diensten verleend door bloedbanken,GPP: Not applicable
85146100-5,Diensten verleend door spermabanken,GPP: Not applicable
85146200-6,Diensten verleend door transplantatieorgaanbanken,GPP: Not applicable
85147000-1,Diensten voor bedrijfsgeneeskunde,GPP: Not applicable
85148000-8,Medische analysediensten,GPP: Not applicable
85149000-5,Apotheekdiensten,GPP: Not applicable
85150000-5,Diensten voor medische beeldvorming,GPP: Not applicable
85160000-8,Diensten van opticien,GPP: Not applicable
85170000-1,Diensten van acupuncturist en chiropractor,GPP: Not applicable
85171000-8,Diensten van acupuncturist,GPP: Not applicable
85172000-5,Diensten van chiropractor,GPP: Not applicable
85200000-1,Veterinaire diensten,GPP: Not applicable
85210000-3,Verzorging van huisdieren,GPP: Not applicable
85300000-2,Maatschappelijke en aanverwante diensten,GPP: Not applicable
85310000-5,Maatschappelijke diensten,GPP: Not applicable
85311000-2,Maatschappelijke dienstverlening waarbij onderdak wordt verschaft,GPP: Not applicable
85311100-3,Welzijnszorg voor bejaarden,GPP: Not applicable
85311200-4,Welzijnszorg voor gehandicapten,GPP: Not applicable
85311300-5,Welzijnszorg voor kinderen en jongeren,GPP: Not applicable
85312000-9,Maatschappelijke dienstverlening waarbij geen onderdak wordt verschaft,GPP: Not applicable
85312100-0,Diensten voor dagverblijven,GPP: Not applicable
85312110-3,Kinderdagverblijven,GPP: Not applicable
85312120-6,Dagverblijven voor gehandicapte kinderen en jongeren,GPP: Not applicable
85312200-1,Bezorging van levensmiddelen aan huis,GPP: Not applicable
85312300-2,Diensten voor begeleiding en adviesverlening,GPP: Not applicable
85312310-5,Diensten voor begeleiding,GPP: Not applicable
85312320-8,Diensten voor adviesverlening,GPP: Not applicable
85312330-1,Gezinsplanningsdiensten,GPP: Not applicable
85312400-3,Welzijnszorg die niet in tehuizen wordt verstrekt,GPP: Not applicable
85312500-4,Revalidatiediensten,GPP: Not applicable
85312510-7,Beroepsrevalidatiediensten,GPP: Not applicable
85320000-8,Sociale diensten,GPP: Not applicable
85321000-5,Administratieve sociale diensten,GPP: Not applicable
85322000-2,Programma voor gemeenschapsacties,GPP: Not applicable
85323000-9,Diensten voor maatschappelijke gezondheidszorg,GPP: Not applicable
90400000-1,Diensten in verband met afvalwater,GPP: Not applicable
90410000-4,Rioolwaterverwijderingsdiensten,GPP: Not applicable
90420000-7,Rioolwaterbehandelingsdiensten,GPP: Not applicable
90430000-0,Rioolwaterafvoerdiensten,GPP: Not applicable
90440000-3,Diensten voor behandeling van beerputten,GPP: Not applicable
90450000-6,Diensten voor behandeling van septische putten,GPP: Not applicable
90460000-9,Diensten voor het ledigen van beerputten of septische putten,GPP: Not applicable
90470000-2,Diensten voor rioolreiniging,GPP: Not applicable
90480000-5,Beheer van riolering,GPP: Not applicable
90481000-2,Exploitatie van een afvalwaterzuiveringsinstallatie,GPP: Not applicable
90490000-8,Adviesdiensten inzake rioolinspectie en rioolwaterbehandeling,GPP: Not applicable
90491000-5,Rioolonderzoeksdiensten,GPP: Not applicable
90492000-2,Advies inzake afvalwaterbehandeling,GPP: Not applicable
90500000-2,Diensten op het gebied van vuilnis en afval,GPP: Public Space Maintenance
90510000-5,Afvalverzameling en –verwerking,GPP: Public Space Maintenance
90511000-2,Diensten voor ophalen van vuilnis,GPP: Public Space Maintenance
90511100-3,Ophalen van vast stadsafval,GPP: Public Space Maintenance
90511200-4,Ophalen van huisvuil,GPP: Public Space Maintenance
90511300-5,Diensten voor het verzamelen van straatafval,GPP: Public Space Maintenance
90511400-6,Diensten voor het verzamelen van oud papier,GPP: Public Space Maintenance
90512000-9,Diensten voor afvalvervoer,GPP: Public Space Maintenance
90513000-6,Diensten voor het verwerken en storten van ongevaarlijk afval en vuilnis,GPP: Public Space Maintenance
90513100-7,Verwijderen van huisvuil,GPP: Public Space Maintenance
90513200-8,Verwijderen van vast stadsafval,GPP: Public Space Maintenance
90513300-9,Diensten voor afvalverbranding,GPP: Public Space Maintenance
90513400-0,Diensten voor het verwerken van as,GPP: Public Space Maintenance
90513500-1,Behandeling en verwijdering van gevaarlijke vloeistoffen,GPP: Public Space Maintenance
90513600-2,Diensten voor slibverwijdering,GPP: Public Space Maintenance
90513700-3,Diensten voor het vervoeren van slib,GPP: Public Space Maintenance
90513800-4,Diensten voor slibbehandeling,GPP: Public Space Maintenance
90513900-5,Diensten voor slibstorting,GPP: Public Space Maintenance
90514000-3,Diensten voor afvalrecycling,GPP: Public Space Maintenance
