CPV Code,Omschrijving,GPP Module(s),Qualifier
45221121-6,Bouwen van verkeersviaduct,"Ontwerp, bouw en onderhoud van wegen",
45221200-4,"Bouwen van tunnels, schachten en ondergrondse doorgangen","Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het een verkeerstunnel voor wegverkeer betreft.
45221210-7,Geheel of gedeeltelijk overdekte graafwerkzaamheden,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de graafwerkzaamheden onderdeel zijn van wegontwerp, wegconstructie of wegonderhoud."
45221211-4,Onderdoorgang,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de onderdoorgang onderdeel is van een wegproject.
45221214-5,Graafwerkzaamheden voor geheel of gedeeltelijk overdekte weg,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien graafwerkzaamheden onderdeel zijn van wegontwerp, wegconstructie of wegonderhoud."
45221220-0,Duikers,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien duikers worden toegepast als onderdeel van wegontwerp, wegfundering, afwatering of civiele wegconstructies."
45221240-6,Bouwen van tunnels,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de tunnel een verkeerstunnel voor wegverkeer betreft.
45221241-3,Bouwen van verkeerstunnel,"Ontwerp, bouw en onderhoud van wegen",
45221247-5,Tunnelbouwwerkzaamheden,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de tunnelbouwwerkzaamheden een verkeerstunnel voor wegverkeer betreffen.
45221248-2,Aanbrengen van tunnelbekleding,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de tunnelbekleding een verkeerstunnel voor wegverkeer betreft.
45223000-6,Assemblagewerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien assemblagewerkzaamheden betrekking hebben op kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien assemblagewerkzaamheden onderdeel zijn van wegontwerp, wegconstructie of wegonderhoud (bijv. montage van constructieve elementen in wegprojecten).; Let op: alleen van toepassing indien assemblagewerkzaamheden worden toegepast in onderhoud of inrichting van de openbare buitenruimte."
45223100-7,Monteren van metalen constructies,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien metalen constructies worden gemonteerd voor kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien metalen constructies onderdeel zijn van wegontwerp, wegconstructie, brug- of geluidschermsystemen.; Let op: alleen van toepassing indien metalen constructies worden toegepast in onderhoud of inrichting van de openbare ruimte."
45223110-0,Installeren van metalen constructies,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien metalen constructies worden geïnstalleerd voor kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien metalen constructies onderdeel zijn van wegontwerp, wegconstructie, brug- of geluidschermsystemen.; Let op: alleen van toepassing indien metalen constructies worden toegepast in onderhoud of inrichting van de openbare ruimte."
45223200-8,Structuurbouw,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien structuurbouw betrekking heeft op kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien structuurbouw onderdeel is van wegontwerp, wegconstructie (bijv. funderingen, kunstwerken).; Let op: alleen van toepassing indien structuurbouw wordt toegepast in onderhoud of inrichting van de openbare ruimte."
45223210-1,Constructiestaalbouw,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien constructiestaal wordt gebruikt voor kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien constructiestaal onderdeel is van wegontwerp, bruggen, portalen, geluidschermen of andere weggebonden constructies.; Let op: alleen van toepassing indien constructiestaal wordt toegepast in onderhoud of inrichting van de openbare ruimte."
45223220-4,Ruwbouw,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien ruwbouw betrekking heeft op kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien ruwbouw onderdeel is van wegprojecten zoals funderingen, kunstwerken of ondersteunende structuren.; Let op: alleen van toepassing indien ruwbouw wordt toegepast in onderhoud of inrichting van de openbare ruimte."
45223500-1,Gewapendbetonconstructies,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien gewapend beton wordt toegepast in kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien gewapend beton onderdeel is van wegontwerp, bruggen, viaducten, tunnels of andere weginfrastructuur.; Let op: alleen van toepassing indien gewapend beton wordt toegepast in onderhoud of inrichting van de openbare buitenruimte."
45223700-3,Bouwen van dienstencentrum,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het dienstencentrum hoofdzakelijk als kantoorgebouw wordt gebruikt (≥50% administratieve functie).
45223710-6,Bouwen van dienstencentrum langs de snelweg,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien het dienstencentrum hoofdzakelijk als kantoorgebouw wordt gebruikt (≥50% administratieve functie).
45223800-4,Monteren en bouwen van prefabconstructies,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien prefabconstructies worden gebruikt voor kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien prefabconstructies onderdeel zijn van wegontwerp, wegconstructie of wegonderhoud.; Let op: alleen van toepassing indien prefabconstructies worden toegepast in onderhoud van openbaar groen of buitenruimte."
45223810-7,Prefab-constructies,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien prefabconstructies worden gebruikt voor kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien prefabconstructies onderdeel zijn van wegontwerp, wegconstructie of wegonderhoud.; Let op: alleen van toepassing indien prefabconstructies worden toegepast in onderhoud van openbaar groen of buitenruimte."
45223820-0,Prefabeenheden en -onderdelen,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien prefabeenheden worden gebruikt voor kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien prefabeenheden onderdeel zijn van wegontwerp, wegconstructie of wegonderhoud.; Let op: alleen van toepassing indien prefabeenheden worden toegepast in onderhoud van openbaar groen of buitenruimte."
45223821-7,Prefabelementen,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien prefabelementen worden gebruikt voor kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien prefabelementen onderdeel zijn van wegontwerp, wegconstructie of wegonderhoud.; Let op: alleen van toepassing indien prefabelementen worden toegepast in onderhoud van openbaar groen of buitenruimte."
45223822-4,Prefabcomponenten,"Ontwerp, bouw en beheer van kantoorgebouwen; Ontwerp, bouw en onderhoud van wegen; Onderhoud van de openbare ruimte","Let op: alleen van toepassing indien prefabcomponenten worden gebruikt voor kantoorgebouwen (≥50% administratieve functie).; Let op: alleen van toepassing indien prefabcomponenten onderdeel zijn van wegontwerp, wegconstructie of wegonderhoud.; Let op: alleen van toepassing indien prefabcomponenten worden toegepast in onderhoud van openbaar groen of buitenruimte."
45230000-8,"Aanleggen van pijpleidingen, communicatielijnen en stroomleidingen, autowegen, wegen, vliegvelden en spoorlijnen; verhardingen","Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de opdracht (mede) betrekking heeft op autowegen of wegen.
45232453-2,Aanleggen van drainage,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien drainage onderdeel is van wegontwerp, wegconstructie of wegonderhoud."
45233000-9,Aanleg van snelwegen en wegen,"Ontwerp, bouw en onderhoud van wegen",
45233100-0,Bouwwerkzaamheden voor hoofdwegen en wegen,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de bouwwerkzaamheden betrekking hebben op openbare hoofdwegen en wegen.
45233110-3,Aanleggen van snelweg,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de snelweg onderdeel is van openbare wegen.
45233120-6,Wegenbouwwerken,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het wegenbouwwerk betrekking heeft op openbare wegen.
45233121-3,Aanleg van hoofdweg,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de hoofdweg onderdeel is van openbare wegen.
45233122-0,Bouwen van ringweg,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de ringweg onderdeel is van openbare wegen.
45233123-7,Bouwen van secundaire weg,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de secundaire weg onderdeel is van openbare wegen.
45233124-4,Bouwen van hoofdweg,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de hoofdweg onderdeel is van openbare wegen.
45233125-1,Bouwen van wegkruising,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de wegkruising onderdeel is van openbare wegen.
45233126-8,Bouwen van ongelijkvloerse kruising,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de kruising onderdeel is van openbare wegen.
45233127-5,Bouwen van T-kruising,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de T-kruising onderdeel is van openbare wegen.
45233128-2,Bouwen van rotonde,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de rotonde onderdeel is van openbare wegen.
45233129-9,Bouwen van kruispunt,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het kruispunt onderdeel is van openbare wegen.
45233130-9,Bouwwerkzaamheden voor hoofdwegen,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de werkzaamheden betrekking hebben op openbare hoofdwegen.
45233131-6,Bouwwerkzaamheden voor verhoogde hoofdwegen,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de verhoogde hoofdweg onderdeel is van openbare wegen.
45233139-3,Onderhoud van hoofdwegen,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het onderhoud betrekking heeft op openbare hoofdwegen.
45233140-2,Wegwerkzaamheden,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de wegwerkzaamheden betrekking hebben op openbare wegen.
45233141-9,Wegenonderhoud,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het onderhoud betrekking heeft op openbare wegen.
45233142-6,Herstellen van wegen,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het herstel betrekking heeft op openbare wegen.
45233144-0,Bouwen van bovengrondse kruising,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de kruising onderdeel is van ontwerp, bouw of onderhoud van openbare wegen."
45233150-5,Werkzaamheden voor vermindering van verkeersaanbod,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de werkzaamheden betrekking hebben op verkeersreducerende ingrepen binnen openbare wegen.
45233160-8,Paden en andere verharde oppervlakken,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien de verharding onderdeel is van aanleg of onderhoud van de openbare ruimte.
45233161-5,Aanleggen van trottoirs,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien het trottoir onderdeel is van de openbare ruimte.
45233162-2,Aanleggen van fietspad,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien het fietspad onderdeel is van de openbare ruimte.
45233200-1,Diverse oppervlaktewerkzaamheden,"Ontwerp, bouw en onderhoud van wegen; Verven, vernissen en wegmarkeringen","Let op: alleen van toepassing indien de oppervlaktewerkzaamheden betrekking hebben op openbare wegen.; Let op: alleen van toepassing indien markering of coating valt binnen de GPP voor verven, vernissen en wegmarkeringen."
45233210-4,Wegdekwerkzaamheden voor hoofdwegen,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de werkzaamheden betrekking hebben op openbare hoofdwegen.
45233220-7,Wegdekwerkzaamheden voor wegen,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de werkzaamheden betrekking hebben op openbare wegen.
45233221-4,Aanbrengen van wegmarkeringen,"Verven, vernissen en wegmarkeringen","Let op: alleen van toepassing indien de markeringen vallen binnen de GPP voor verven, vernissen en wegmarkeringen."
45233222-1,Bestratings- en asfalteerwerkzaamheden,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de bestratings- of asfalteerwerkzaamheden betrekking hebben op openbare wegen.
45233223-8,Vernieuwen van rijbaanwegdek,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het vernieuwen van het wegdek betrekking heeft op openbare wegen.
45233224-5,Aanleggen van dubbele rijbaan,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de dubbele rijbaan onderdeel is van ontwerp, bouw of onderhoud van openbare wegen."
45233225-2,Aanleggen van enkele rijbaan,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de enkele rijbaan onderdeel is van ontwerp, bouw of onderhoud van openbare wegen."
45233226-9,Bouwen van toegangsweg,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de toegangsweg onderdeel is van ontwerp, bouw of onderhoud van openbare wegen."
45233227-6,Bouwen van in/uitvoegstroken,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de in- en uitvoegstroken onderdeel zijn van ontwerp, bouw of onderhoud van openbare wegen."
45233228-3,Uitvoering van oppervlaktebekleding,"Ontwerp, bouw en onderhoud van wegen; Verven, vernissen en wegmarkeringen","Let op: alleen van toepassing indien de oppervlaktebekleding wordt aangebracht op openbare wegen.; Let op: alleen van toepassing indien de markering of coating valt binnen de GPP voor verven, vernissen en wegmarkeringen."
45233229-0,Onderhoud van bermen,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het bermonderhoud betrekking heeft op openbare wegen.
45233250-6,"Aanbrengen van verhardingen, met uitzondering van wegdek","Onderhoud van de openbare ruimte; Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien de verharding onderdeel is van aanleg of onderhoud van de openbare ruimte.; Let op: alleen van toepassing indien de verharding wordt aangebracht in het kader van ontwerp, bouw of beheer van een kantoorgebouw."
45233251-3,Vernieuwen van wegdek,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het vernieuwen van het wegdek betrekking heeft op openbare wegen.
45233252-0,Wegdekwerkzaamheden voor straten,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien de straat voor gemotoriseerd verkeer is bedoeld en binnen de scope van openbare wegen valt.
45233253-7,Wegdekwerkzaamheden voor voetpaden,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien de werkzaamheden betrekking hebben op voetpaden binnen de openbare ruimte.
45233260-9,Bouwen van voetwegen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien de voetwegen onderdeel zijn van aanleg of onderhoud van de openbare ruimte.
45233261-6,Bouwen van voetgangersovergang,"Onderhoud van de openbare ruimte; Verven, vernissen en wegmarkeringen","Let op: alleen van toepassing indien de voetgangersovergang onderdeel is van aanleg of onderhoud van de openbare ruimte.; Let op: alleen van toepassing indien de markeringen vallen binnen de GPP voor verven, vernissen en wegmarkeringen."
45233262-3,Aanleggen van voetgangerszone,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien de voetgangerszone onderdeel is van aanleg of onderhoud van de openbare ruimte.
45233270-2,Schilderen van markering op parkeerterrein,"Onderhoud van de openbare ruimte; Verven, vernissen en wegmarkeringen","Let op: alleen van toepassing indien de markeringen worden aangebracht op een openbaar parkeerterrein binnen de openbare ruimte.; Let op: alleen van toepassing indien voor de markeringen verf- of wegmarkeringsproducten worden gebruikt die binnen de scope van de GPP voor verven, vernissen en wegmarkeringen vallen."
45233280-5,Plaatsen van middenbermbeveiliging,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de middenbermbeveiliging onderdeel is van ontwerp, bouw of onderhoud van openbare wegen."
45233290-8,Plaatsen van verkeersborden,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de verkeersborden worden geplaatst als onderdeel van ontwerp, bouw of onderhoud van openbare wegen."
45233291-5,Plaatsen van verkeerszuiltjes,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de verkeerszuiltjes worden geplaatst als onderdeel van ontwerp, bouw of onderhoud van openbare wegen."
45233292-2,Installatie van beveiligingsuitrusting,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien de beveiligingsuitrusting wordt geïnstalleerd als onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien de beveiligingsuitrusting wordt geïnstalleerd in het kader van aanleg of onderhoud van de openbare ruimte.; Let op: alleen van toepassing indien de beveiligingsuitrusting wordt geïnstalleerd als onderdeel van ontwerp, bouw of onderhoud van openbare wegen."
45233293-9,Plaatsen van straatmeubilair,Meubilair,Let op: alleen van toepassing indien het straatmeubilair wordt ingekocht en geplaatst als meubelproduct binnen de scope van de GPP voor meubilair.
45233294-6,Plaatsen van wegsignalisatie,"Ontwerp, bouw en onderhoud van wegen; Straatverlichting en verkeerslichten","Let op: alleen van toepassing indien de wegsignalisatie onderdeel is van ontwerp, bouw of onderhoud van openbare wegen.; Let op: alleen van toepassing indien de wegsignalisatie betrekking heeft op installaties die binnen de GPP voor straatverlichting en verkeerslichten vallen."
45233300-2,"Funderingswerkzaamheden voor (hoofd)wegen, straten en voetpaden","Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien het funderingswerk betrekking heeft op hoofdwegen, wegen of straten die bestemd zijn voor gemotoriseerd wegverkeer."
45233310-5,Funderingswerkzaamheden voor hoofdwegen,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien het funderingswerk onderdeel is van ontwerp, bouw of onderhoud van openbare hoofdwegen."
45233320-8,Funderingswerkzaamheden voor wegen,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien het funderingswerk onderdeel is van ontwerp, bouw of onderhoud van openbare wegen."
45233330-1,Funderingswerkzaamheden voor straten,"Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien het funderingswerk onderdeel is van ontwerp, bouw of onderhoud van openbare straten voor wegverkeer."
45233340-4,Funderingswerkzaamheden voor voetpaden,"Onderhoud van de openbare ruimte; Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien de voetpaden onderdeel zijn van aanleg of onderhoud van de openbare ruimte.; Let op: alleen van toepassing indien de voetpaden worden aangelegd of vernieuwd als onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45236000-0,Aanbrengen van verharding,"Ontwerp, bouw en onderhoud van wegen",Let op: alleen van toepassing indien het gaat om verharding van openbare wegen of wegonderdelen.
45236100-1,Verharding voor diverse sportvoorzieningen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van sportvoorzieningen in de openbare ruimte.
45236110-4,Verharding voor sportvelden,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van sportvelden in de openbare ruimte.
45236111-1,Verharding voor golfbaan,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare golfbanen.
45236112-8,Verharding voor tennisbaan,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare tennisbanen.
45236113-5,Verharding voor renbaan,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare renbanen.
45236114-2,Verharding voor atletiekbaan,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare atletiekbanen.
45236119-7,Herstelwerkzaamheden op sportvelden,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van herstel van sportvelden in de openbare ruimte.
45236200-2,Verharding voor recreatievoorzieningen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van recreatiegebieden.
45236210-5,Verharding voor kinderspeelplaats,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van een openbare speelplaats.
45236220-8,Verharding voor dierentuin,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van een openbare dierentuin.
45236230-1,Verharding voor tuinen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare tuinen.
45236250-7,Verharding voor parken,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van een openbaar park.
45236290-9,Herstelwerkzaamheden aan recreatiegebieden,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van herstel van openbare recreatiegebieden.
45236300-3,Verharding voor begraafplaatsen,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van een openbare begraafplaats.
45246500-8,Bouwen van promenade,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien de promenade onderdeel is van aanleg of onderhoud van de openbare ruimte.
45246510-1,Bouwen van strandpromenade,Onderhoud van de openbare ruimte,Let op: alleen van toepassing indien de strandpromenade onderdeel is van aanleg of onderhoud van de openbare ruimte.
45252124-3,Bagger- en pompwerkzaamheden,Onderhoud van de openbare ruimte,"Let op: alleen van toepassing indien bagger- of pompwerkzaamheden worden uitgevoerd in het kader van onderhoud van openbare wateren, vijvers of stedelijke waterstructuren binnen de openbare ruimte."
45255400-3,Montagewerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45259000-7,Reparatie en onderhoud van installaties,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien de installatie onderdeel is van een kantoorgebouw.
45259300-0,Reparatie en onderhoud van verwarmingsinstallatie,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien de verwarmingsinstallatie onderdeel is van een kantoorgebouw.
45259900-6,Upgraden van installaties,"Ontwerp, bouw en beheer van kantoorgebouwen",Let op: alleen van toepassing indien de installatie onderdeel is van een kantoorgebouw.
45260000-7,Dakdekkers- en andere gespecialiseerde bouwwerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261000-4,Installatie- en aanverwante werkzaamheden voor dakconstructies en -bedekking,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261100-5,Dakconstructiewerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261200-6,Dakbedekking en schilderen van daken,"Ontwerp, bouw en beheer van kantoorgebouwen; Verven, vernissen en wegmarkeringen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien het schilderwerk valt onder professionele verf- en verniscriteria."
45261210-9,Dakdekkerswerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261211-6,Leggen van dakpannen,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261212-3,Leidekken,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261213-0,Aanbrengen van metalen dakbedekking,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261214-7,Aanbrengen van bitumineuze dakbedekking,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261215-4,Aanbrengen van dakbedekking met zonnepanelen,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261220-2,Schilderen van daken en andere bekledingswerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen; Verven, vernissen en wegmarkeringen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien het schilderwerk betrekking heeft op professionele dakcoatings binnen de scope van verf- en verniscriteria."
45261221-9,Schilderen van daken,"Ontwerp, bouw en beheer van kantoorgebouwen; Verven, vernissen en wegmarkeringen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien het schilderwerk betrekking heeft op professionele dakcoatings binnen de scope van verf- en verniscriteria."
45261222-6,Aanbrengen van cementlagen op daken,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261300-7,Aanbrengen van slabben en goten,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261310-0,Aanbrengen van slabben,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261320-3,Aanbrengen van goten,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261400-8,Aanbrengen van beplating,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261410-1,Dakisolatiewerkzaamheden,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
45261420-4,Waterdicht maken,"Ontwerp, bouw en beheer van kantoorgebouwen; Onderhoud van de openbare ruimte; Ontwerp, bouw en onderhoud van wegen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw.; Let op: alleen van toepassing indien onderdeel van aanleg of onderhoud van openbare ruimte.; Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of onderhoud van wegen."
45261900-3,Reparatie en onderhoud van daken,"Ontwerp, bouw en beheer van kantoorgebouwen","Let op: alleen van toepassing indien onderdeel van ontwerp, bouw of beheer van een kantoorgebouw."
